"","Label","Marker"
"1678","Skeletal muscle cells-12","Matn2, Drd4, Col4a6, Rem1, RP24-541A5.3, 4921507P07Rik, Galr2, Hoxc6, Wnt6, Pkdcc"
"1679","Skeletal muscle cells-13","Gm12684, Gm29099, Gm6981, Gm12988, Rpl26-ps4, Gm6788, BC027072, Fam64a, Gm11831, Gm12129"
"1680","Striatal neurons 1_1","Pde1b, Gm28492, Vgf, Drd1a, Krt27, Gm18406, Sez6, C030005K15Rik, Gm10706, Epyc"
"1681","Striatal neurons 1_2","Pde7b, Gpr6, 9230009I02Rik, C030005K15Rik, RP24-411K2.1, Ankk1, Gm15810, Gm18775, Gm10160, Lamp5"
"1682","Striatal neurons 1_3","Gm24812, Gm12358, Gm28083, Gm16339, Zar1l, Gm15933, Vax1, Gm18406, Mir187, Gm27243"
"1683","Striatal neurons 1_4","Gm10754, RP23-426N4.8, Pdyn, Wnt1, Gm22685, RP24-141F9.2, Mir187, Drd1a, Krt9, Gm27243"
"1684","Striatal neurons 1_5","Gm14608, Mir1264, RP24-364K10.3, Gm13724, RP24-549O22.4, Gm23826, Gm14581, Gm29388, Dio3, Gm7293"
"1685","Striatal neurons 1_6","Drd2, Rgs20, Gm17100, Hpca, Epyc, Gpr6, Ankk1, Krt9, Gm22501, Sez6"
"1686","Striatal neurons 1_7","Drd2, Gpr6, Krt9, Gm22650, C030005K15Rik, Pabpc1l2a-ps, Ankk1, Gm26691, Gm28448, Zar1l"
"1687","Striatal neurons 1_8","RP24-390G17.2, Gm10025, Mir187, Sema5b, Gm27243, RP23-256H11.1, RP23-242B14.1, Krt77, Drd1a, Mir487b"
"1688","Striatal neurons 1_9","Gpr88, Gm17091, 9230009I02Rik, Pde1b, Gm13661, Icam5, 4930465M20Rik, Drd1a, Impg1, Gm16439"
"1689","Striatal neurons 1_10","Gm14637, Npffr2, Mir328, RP24-278K24.3, Ube2nl, Pabpc1l2b-ps, A230072I06Rik, Dio3, Six3, Zar1l"
"1690","Striatal neurons 1_11","Gm14159, Gm11892, Ankk1, Vmn2r27, Gm13351, Zar1l, RP23-415M7.2, Six3, Krt9, Gm5493"
"1691","Striatal neurons 1_12","Fgf3, 6430628N08Rik, Scgb1b30, Olfr1346, Htr1f, Prdm12, Gm28380, Six3, Gpr6, Gm3828"
"1692","Striatal neurons 1_13","Gm28929, Pcdhb1, RP24-210G2.2, Syngap1, Krt77, Gm18406, Drd1a, 1700003L19Rik, C030005K15Rik, Gpr83"
"1693","Striatal neurons 2_1","Mir187, Gm15479, Gm12665, Mir153, Gm10421, Gm16169, Sox1, 2410124H12Rik, Gm13112, Gm11749"
"1694","Striatal neurons 2_2","Gm29135, Npy5r, Rgag1, Gm13112, Sox1, 9530051G07Rik, Adra2c, Gm14172, Gm8185, Gpr165"
"1695","Striatal neurons 2_3","Mir3097, Mir7243, Gm12665, Gm24373, Gm23908, Gm13112, Gabra6, 2900072N19Rik, RP23-340C13.5, Sox1"
"1696","Striatal neurons 2_4","Irx6, RP23-370F14.2, Gm12600, Gm13112, Mir187, Prok2, Gm15740, Gm5607, Drd3, Gm11490"
"1697","Tenocytes-0","Itgbl1, PCDHGC5, Larp6, Kera, Gm15958, Gm28932, Lox, Cilp2, Fbln7, Ptx4"
"1698","Tenocytes-1","Fmod, Evx2, Gm765, Angptl7, Kera, Ptx4, Loxl4, Gm15851, Gm10561, Cilp2"
"1699","Tenocytes-2","Abca8b, Ptx4, Gm15958, Dxo, Hoxc10, Kera, Gm10271, Prtg, Fam180a, Fibin"
"1700","Tenocytes-3","Aspn, Ptx4, Asb10, Gm5420, Prtg, Gm5138, Gm17257, Jsrp1, Tnmd, Lox"
"1701","Tenocytes-4","Kera, Dnm3os, Ptx4, Tnmd, Fam159b, Gm15712, Timp1, Mtss1l, Gm16794, Rpsa-ps10"
"1702","Tenocytes-5","Cacng6, Angptl7, Gm8927, Gm5105, Myf6, Capn3, Dhrs7c, Myadml2, Gm29668, Hsp25-ps1"
"1703","Tenocytes-6","Col1a1, Col1a2, Sparc, Col11a1, Col24a1, Ust, Col11a2, Mmp13, Adamts18, BC055402"
"1704","Tenocytes-7","Angptl7, Ptx4, Kera, Rimbp3, Gm2223, Itga10, Gm17501, Tnfrsf12a, Srpx, Cilp2"
"1705","Tenocytes-8","Cxcl12, Ebf3, RP24-179O3.1, Angpt4, Fibin, Il20ra, Gm17501, Foxc1, Gm14866, S100a2"
"1706","Tenocytes-9","Ptx4, Fbln7, Evx2, Fmod, Scx, Cercam, Pamr1, Gm11744, Tbx18, Fdx1l"
"1707","Tenocytes-10","Col2a1, Ibsp, Comp, Chad, Crispld1, Alpl, Clec3a, Cytl1, Col10a1, Frzb"
"1708","Tenocytes-11","Vmn1r119, Gm13754, Prss46, Igkv11-125, Olfr700, RP23-56B11.7, Defb26, Fcrl6, Gm14127, Gm17529"
"1709","Tenocytes-12","Mkx, Scgb1b1-ps, Gm7821, 5330417H12Rik, Gm16159, Gm15867, Gm11913, Olfr147, Gm18828, Gm13429"
"1710","Tenocytes-13","Ecm2, Fam159b, Olfr341, S1pr2, Olfr836, Lrrn4cl, Olfr214, Gm8207, Gas1, RP23-327M13.6"
"1711","Thick ascending limb of LOH cells-0","Pak6, Tarm1, Tmem207, 2410012E07Rik, Gm805, Gpx6, Gm10109, 4930461G14Rik, Gm13075, Gm16310"
"1712","Thick ascending limb of LOH cells-1","Gm28340, Gm14002, Gm13134, Gpx6, Gm12999, Gm16185, Tarm1, 4930461G14Rik, Cldn16, Gm11099"
"1713","Thick ascending limb of LOH cells-2","Cldn16, Gm17225, Gm20475, Tmem207, Tarm1, Gm16863, 4930461G14Rik, Bmp15, RP24-393F8.2, Gm14002"
"1714","Thick ascending limb of LOH cells-3","Tmem207, Gpx6, Gm14002, Bmp15, Nccrp1, Gm15019, Gm17225, 2410003L11Rik, Gm12251, Asb9"
"1715","Thick ascending limb of LOH cells-4","Cldn19, Fgf9, Sim2, Gpx6, RP24-393F8.3, Gm20475, Gm17225, Gm16311, 1700003D09Rik, 4930461G14Rik"
"1716","Thick ascending limb of LOH cells-5","B020004J07Rik, Gpx6, Gm17225, 4930461G14Rik, Rapgef3os2, Nccrp1, RP24-393F8.3, Gm13655, Lrit3, Tarm1"
"1717","Thick ascending limb of LOH cells-6","Egf, RP23-109O14.1, Cldn16, Gm14002, Gm15241, Mir5124a, 4930533B01Rik, Pla1a, RP24-393F8.3, D730001G18Rik"
"1718","Thick ascending limb of LOH cells-7","Cldn16, Ccdc160, Gpx6, Gm15640, Gm13655, Gm14002, Gm11199, Gm17225, 4933431E20Rik, RP24-180K20.1"
"1719","Thick ascending limb of LOH cells-8","Mrps6, Cldn16, Nccrp1, Gm16310, Wee1, Gm14002, Rps6ka6, Gm17225, Gm13075, 4930461G14Rik"
"1720","Thick ascending limb of LOH cells-9","Gpx6, 4930461G14Rik, Gm13655, Snord89, 1700120K04Rik, Gm13546, Gm15670, Bmp15, Gm14002, Tmem203"
"1721","Thick ascending limb of LOH cells-10","Gm13110, AU015336, Bmp15, Mir218-1, Cldn16, Gm14002, Gm15670, Gm15381, Gm13075, Gm17225"
"1722","Thick ascending limb of LOH cells-11","Gm2109, Gpx6, Gm17225, Cldn16, Tarm1, Gm14002, Asb9, Tmem207, Car15, Gm27201"
"1723","Thick ascending limb of LOH cells-12","Gm15795, Gm17225, Gm26795, Gm14002, Gpx6, Nccrp1, Gm17750, Gm15889, Gm15670, Gm6493"
"1724","Thick ascending limb of LOH cells-13","Gpx6, 1700039E22Rik, 4930461G14Rik, Gm14002, Hoxd9, Cldn16, 1810009A15Rik, C230037L18Rik, Gm13194, Tacstd2"
"1725","Thick ascending limb of LOH cells-14","Bmp15, Gpx6, RP24-363O16.1, Gm14002, Nccrp1, Cldn16, Tarm1, Gm17225, Gm13075, Gm6493"
"1726","Thick ascending limb of LOH cells-15","Bmp15, RP23-245C4.1, Cldn19, Gm17225, Cldn16, RP23-411D16.1, Gm26648, RP24-393F8.2, Gm28455, Clcnka"
"1727","Thick ascending limb of LOH cells-16","D430001F17Rik, Tmem207, Cldn16, Gm16175, Gm16310, Rho, Wdr34, Gm17225, Vmn2r-ps94, Gm13075"
"1728","Thick ascending limb of LOH cells-17","Cldn16, Gm17225, Gm15962, Hoxb2, Nccrp1, 4930461G14Rik, Tmem207, Tarm1, Gm14002, Fhitos"
"1729","Thick ascending limb of LOH cells-18","Gm15963, Asb9, 1700105P06Rik, Fam46b, C630043F03Rik, Npb, Gm17225, Gm11856, Gpx6, Gm13655"
"1730","Thick ascending limb of LOH cells-19","Nccrp1, Gm10258, Gm17225, Gm15462, Tmem207, 4930461G14Rik, Tpbg, Vpreb1, Gm13655, RP24-393F8.2"
"1731","Thick ascending limb of LOH cells-20","Rps6ka6, Cldn16, Lrriq4, Gm28151, Gm14002, RP23-152I6.4, Gm17225, Gm6493, 4930461G14Rik, RP23-410B24.2"
"1732","Thick ascending limb of LOH cells-21","AI317395, Gm13655, Zfp30, 4930461G14Rik, Gm11408, Gm17225, Gm14002, 4930486I03Rik, Fndc9, Gpx6"
"1733","Thick ascending limb of LOH cells-22","Gm2109, Tmem207, Bmp15, Asb9, Cldn16, Gm13110, Gm16310, Gpx6, 4930461G14Rik, Nccrp1"
"1734","Thick ascending limb of LOH cells-23","Top3b, Clcnka, Cldn16, Gm17225, Slco4a1, Gm17546, Dhx34, Shd, Rpl29-ps2, Gpx6"
"1735","Thick ascending limb of LOH cells-24","Gm14002, Gm10109, Gm13660, Tmem207, Gpx6, Gm6265, Gm17225, Gm15825, Gm15889, Gm13110"
"1736","Tuft cells-0","Dclk1, Hck, Sh2d6, Lrmp, Cd300lf, Ccnj, Drd3, Dmxl2, Alox5, Pik3cg"
"1737","Tuft cells-1","RP24-484G16.12, Hottip, Gm830, Hoxaas3, Gm12860, Gm15351, Ltc4s, Hmx3, Gm13657, 4632411P08Rik"
"1738","Tuft cells-2","Strip2, A4gnt, Plk2, Siglecf, Kctd12, Mt2, Mir6407, Hmx3, Ffar3, Lamtor4"
"1739","Tuft cells-3","Pik3r5, Vmn2r26, Rgs13, Slco4a1, A330023F24Rik, Gm25132, Fam221a, Ocm, Atxn7l1os1, Pik3cg"
"1740","Tuft cells-4","Pou2f3, Vav1, Defa21, 4930402H24Rik, Kctd12, Zgrf1, Cdk1, Rrp15, Ckap2l, H2-Q3"
"1741","Tuft cells-5","Reg1, Prap1, Sh2d7, Trpm5, St18, Krt18, Ccdc116, Pa2g4, 9130017K11Rik, Mapkapk5"
"1742","Tuft cells-6","Gnat3, G630018N14Rik, Cdkn1c, Akp3, Kpna1, Gm766, Nrep, Plcb2, Rep15, Sycn"
"1743","Tuft cells-7","Tmprss15, F930017D23Rik, Ifit3, H2-T24, Vmn1r43, Cpvl, Rwdd2b, Il17rb, Siglecf, Gm27007"
"1744","Tuft cells-8","2310030G06Rik, Lpo, Pik3cg, Tspan6, Gm25132, Hmx3, Mir196a-1, Gm7420, Gm8989, Ccnj"
"1745","Tuft cells-9","Tox, Spdef, Cd177, Mptx1, Oit1, 5330417C22Rik, Cables1, Aqp8, Appl2, Hmga2"
"1746","Tuft cells-10","Ptpn18, Bambi-ps1, Rgs13, Gm15675, Tmc7, Cggbp1, Tmem37, Pyroxd1, Krt12, Ccdc120"
"1747","Tuft cells-11","Mir200a, Rpl31-ps13, C2cd4b, Hmx3, RP23-282M20.1, Gm7331, Phxr2, A630010A05Rik, Cyp2w1, Gm28308"
"1748","Tuft cells-12","Insl5, Mir6919, RP24-147G10.2, RP24-88C18.2, Gm20481, Rpl10-ps4, Ly6g5c, Rpl15-ps4, Gm16123, Gm13631"
"1749","Tuft cells-13","Gm14332, Krtap13, Gm14006, Gm28834, Gm11422, Vmn1r204, Gm7696, Pgk2, Prdm13, Olfr258-ps1"
"1750","Tuft cells-14","Gm15913, Gm15193, Gm23527, Olfr747, Gm17060, Gm6158, Gm29283, Gm5560, Gm9978, 2210414B05Rik"
"1751","Type A intercalated cells-0","Tmem61, 4930563D23Rik, Gm9823, Gm9871, 2610016A17Rik, Gm25135, Gm22779, Prkag2os2, Rhbg, Gm16845"
"1752","Type A intercalated cells-1","Gm9871, Gm3531, Gm15230, 4930524O07Rik, Gm25135, RP24-79E2.3, Gm28096, 2610016A17Rik, Gm17097, 9530052C20Rik"
"1753","Type A intercalated cells-2","Gm14534, 2610016A17Rik, Tmem61, 4732463B04Rik, Gm9871, 4930563D23Rik, RP23-413K6.3, 4930533B01Rik, RP24-79E2.3, Gm17113"
"1754","Type A intercalated cells-3","Atp6v1g3, Gm22779, Gm26636, Gm9871, Gm28230, 2610016A17Rik, 4930563D23Rik, Acot3, Scx, 1700009J07Rik"
"1755","Type A intercalated cells-4","Gm22779, 1700048M11Rik, 4930563D23Rik, 2410003L11Rik, Bsnd, Gm26685, RP23-474B13.1, Tbc1d22bos, 4732463B04Rik, Rhbg"
"1756","Type A intercalated cells-5","Hsd3b4, D630023F18Rik, Gm11513, Gm10787, Vmn1r18, Gm9871, Gm12962, 2610016A17Rik, 4930563D23Rik, Gm11420"
"1757","Type A intercalated cells-6","Syne4, RP24-79E2.3, 4930563D23Rik, Gm15747, 2610016A17Rik, Hoxd9, 1700009J07Rik, A930017K11Rik, Gm13262, Tmem61"
"1758","Type A intercalated cells-7","Pramef12, 4732463B04Rik, 1700048M11Rik, RP24-79E2.3, Foxi1, Gm9871, 2410003L11Rik, RP24-492O4.4, 2610016A17Rik, Gm22779"
"1759","Type A intercalated cells-8","Gm14534, Tmem61, Rhbg, Gm9871, RP24-79E2.3, Gm20574, 1700001J03Rik, 4930563D23Rik, Gm17634, 1700009J07Rik"
"1760","Type A intercalated cells-9","RP24-79E2.3, Gm9871, Tmem61, Acot3, Fam131c, Atp6v1g3, 1700009J07Rik, 4732463B04Rik, 4930563D23Rik, Tbc1d22bos"
"1761","Type A intercalated cells-10","Gm9871, 1700048M11Rik, Pramef12, RP24-79E2.3, 4930563D23Rik, 2610016A17Rik, RP23-303M15.3, 2410003L11Rik, Tmem151b, 4930564B18Rik"
"1762","Type A intercalated cells-11","Oxgr1, D730001G18Rik, Gm9871, Tmem61, RP24-79E2.3, Gm25135, 4933424L21Rik, Zfp750, RP24-272N10.6, Gm17029"
"1763","Type A intercalated cells-12","Oxgr1, Rhbg, Gm16035, 4930563D23Rik, Tmem61, Clnkos, Mir1942, Gm10109, Dmrt2, A530084C06Rik"
"1764","Type A intercalated cells-13","1700009J07Rik, Gm9871, Gm22779, Acot5, Gm26685, Pramef12, Gm13075, Atp6v1g3, Gm16175, Asb9"
"1765","Type A intercalated cells-14","RP24-79E2.3, Gm9871, 2610016A17Rik, Tmem61, Gm22779, 2410003L11Rik, Oxct2a, Gm13420, RP24-272N10.6, 4930563D23Rik"
"1766","Type A intercalated cells-15","Oxgr1, 1700065O20Rik, Gm9871, RP24-79E2.3, 4930563D23Rik, Hsbp1l1, Serpinb9, Asb9, Gm4524, Rhbg"
"1767","Type A intercalated cells-16","Trav3-4, 2410003L11Rik, Gm9871, Gm11766, 1700048M11Rik, 4930563D23Rik, Gm29012, 1700009J07Rik, Tmem61, Gm13262"
"1768","Type A intercalated cells-17","Gm9871, Rhbg, RP24-79E2.3, 1700048M11Rik, Foxi1, Gm25135, Tmem61, 1700009J07Rik, Atp6v1g3, 2410003L11Rik"
"1769","Type A intercalated cells-18","4930563D23Rik, Gm12527, RP24-79E2.3, Gm9871, Tmem61, A730020E08Rik, Smim6, Gm25135, 2410003L11Rik, 4732463B04Rik"
"1770","Type A intercalated cells-19","Pramef12, RP24-79E2.3, Gm9871, Tmem61, Gm20574, Scx, 4930563D23Rik, Gm12571, Oxct2a, RP24-188H2.4"
"1771","Type B intercalated cells-0","Gm11377, Gm16353, 4930563D23Rik, 1700009J07Rik, RP23-152I6.4, 1700048M11Rik, Tmem61, RP23-364A24.1, Gm27224, Tdrp"
"1772","Type B intercalated cells-1","Gm12121, 2410003L11Rik, Smim5, Tbc1d22bos, Gm11335, Gm10647, Gm4794, RP23-20I9.1, Gm11695, 4930563D23Rik"
"1773","Type B intercalated cells-2","Gm26368, 4930563D23Rik, 1700009J07Rik, Gm17163, Acot3, Gm5091, Gm29012, 4732463B04Rik, Avpr1a, Gm28529"
"1774","Type B intercalated cells-3","Slc4a9, A330044P14Rik, Gm12527, Ntrk1, Gm17163, Gm16353, Gm128, Gm13227, 2410003L11Rik, Dyx1c1Ccpg1"
"1775","Type B intercalated cells-4","Car12, Grb10, Atp6v1g3, Gm12121, 1700009J07Rik, 1700065O20Rik, Acot3, RP23-469N16.1, Hhla1, Hmx2"
"1776","Type B intercalated cells-5","Gm20574, Gm9762, Gm16353, Acot3, 4930563D23Rik, 1700009J07Rik, Gm22784, Gm15962, Tmem61, 3110083C13Rik"
"1777","Type B intercalated cells-6","Slc26a4, Gm22543, Casr, 4930563D23Rik, Kcne1, A530083I20Rik, Gm16132, Car15, Gm15777, Foxi1"
"1778","Type B intercalated cells-7","Nox4, Slc5a2, Slc22a8, Tmem61, Slc34a3, 1700009J07Rik, Slc16a14, Foxi1, Gm10271, Zc2hc1b"
"1779","Type B intercalated cells-8","Gm26554, 1700048M11Rik, Gm22543, Tmem61, 1700009J07Rik, Ascl4, Gm9047, Car15, Ntrk1, 4933427E13Rik"
"1780","Type B intercalated cells-9","4930563D23Rik, Gm15410, Gm17634, 1700009J07Rik, Gm10767, Gm15795, Gm13660, Gm16353, 4732463B04Rik, Tbc1d22bos"
"1781","Type B intercalated cells-10","Gm16353, D730001G18Rik, A330044P14Rik, Fam89b, Gm13655, Gm11766, Rapgef3os1, Gm20574, Car15, Hhla1"
"1782","Type B intercalated cells-11","4732463B04Rik, 1700065O20Rik, Foxi1, Gm15756, Tbc1d22bos, Gm16353, Gm14207, Gm16116, 1700009J07Rik, Tmem61"
"1783","Type B intercalated cells-12","Hmx2, Gm15958, Gm16353, Gm13003, Gm17029, Tmem61, Dnal1, RP23-391E12.2, Vwa2, 1700009J07Rik"
"1784","Type B intercalated cells-13","Insrr, Zcchc16, Lhx1os, 4930563E18Rik, Gm17163, Tmem61, Acot3, Gm25995, 4930563D23Rik, Gm13199"
"1785","Type B intercalated cells-14","Bub3, 4930533P14Rik, Tmem61, Foxi1, Gm16353, 2410003L11Rik, Gm7546, Gm5121, Acot3, 4930563D23Rik"
"1786","Type B intercalated cells-15","Foxi1, 4732463B04Rik, 1700048M11Rik, Gm16353, Fam221a, 2410003L11Rik, RP23-177A20.1, 1700009J07Rik, Mterf1b, RP23-469N16.1"
"1787","Type B intercalated cells-16","RP23-204C6.1, Gm16353, A330044P14Rik, Tmem61, 1700009J07Rik, 4732463B04Rik, Gm17163, Rhbg, Gm29113, Acot3"
"1788","Type B intercalated cells-17","Foxi1, Gm14235, Oc90, Tmem61, Gm16353, Gm5091, 1700009J07Rik, Gm22543, Avpr1a, Ntrk1"
"1789","Type B intercalated cells-18","Gm14019, Gm10337, Foxi1, 4930563D23Rik, 2410003L11Rik, Acot3, Car15, Tmem61, Gm22779, Gm26954"
"1790","Type B intercalated cells-19","Gm16353, Hhla1, 1700009J07Rik, Gm13655, 1700048M11Rik, Ift88os, 4930563D23Rik, Tmem61, RP23-352D14.1, 2410003L11Rik"
"1791","Type B intercalated cells-20","Slc25a41, Gm16353, Gm20574, Sult2a4, Tmem61, Car15, Gm22779, Rps19-ps3, Gm17482, Gm26826"
"1792","Type B intercalated cells-21","C630028M04Rik, Gm13655, Gm2693, BC049352, Gm20574, Acot6, Ntrk1, Atp6v0c, 4732463B04Rik, A330044P14Rik"
"1793","Type B intercalated cells-22","Atp6v1g3, RP23-204C6.1, Fam221a, Gm7502, Plekhd1, 4930563D23Rik, Gm11766, Hmx2, RP23-391E12.2, A330044P14Rik"
"1794","Type I alveolar epithelial cells-0","Gm16212, Wnt3a, Gm28719, Wnt10b, C330013F16Rik, Tacstd2, RP24-302G16.2, 2310022B05Rik, Gm29292, Msl3l2"
"1795","Type I alveolar epithelial cells-1","Fstl3, Siah1b, 2210011C24Rik, 6330403L08Rik, Tulp1, Fam46b, Gm17103, RP23-191P7.1, Nradd, RP24-119I10.2"
"1796","Type I alveolar epithelial cells-2","Sorbs3, Wnt7a, C330013F16Rik, Rtkn2, RP24-119I10.2, Gm15920, Gm12689, Gm15948, Gm16212, Nradd"
"1797","Type I alveolar epithelial cells-3","Adamtsl4, RP23-103B18.8, 2410004I01Rik, Igf2bp1, Rpl36a-ps4, Gm11274, RP23-61D6.3, Gm13655, Ctf1, Matn4"
"1798","Type I alveolar epithelial cells-4","Elfn1, Klc3, Gm14383, 2210011C24Rik, Wnt10b, Fiz1, Gm16212, Gm15948, Wnt3a, 1700101I11Rik"
"1799","Type I alveolar epithelial cells-5","Matn4, Gm12931, Gm20707, 2410004I01Rik, Gm12930, Ebna1bp2, Gm13558, Gm10258, 4930448D08Rik, RP23-321H9.2"
"1800","Type I alveolar epithelial cells-6","Gm15809, 2310007B03Rik, Gm20463, 4930426I24Rik, RP23-44N5.4, Zfp641, Olfr1342, Papolb, Gm16072, Tepp"
"1801","Type I alveolar epithelial cells-7","Haus1, RP23-462P13.1, Gm29201, C330013F16Rik, Mir351, Gm13293, Spry1, Wnt3a, Gm11636, Tmem37"
"1802","Type I alveolar epithelial cells-8","4930522O17Rik, Dlg4, RP24-119I10.2, Gm16212, Klhdc8a, Wnt10b, Adrb2, Gja6, Hopxos, Cys1"
"1803","Type I alveolar epithelial cells-9","Gm16212, Gm7536, Wnt10b, RP24-120B18.6, 4930439D14Rik, Gm15793, Crip2, Gm15336, Pprc1, B3gnt8"
"1804","Type I alveolar epithelial cells-10","9830107B12Rik, Gm26705, Xlr3a, Gm16212, S100a13, Gm28229, Gatsl3, S100a3, Gm13558, Wnt10b"
"1805","Type I alveolar epithelial cells-11","Gm29123, Gm27219, Wnt3a, Cdk3-ps, Wnt7a, Mir3971, Hopxos, Gm24086, Gm6517, A930012L18Rik"
"1806","Type I alveolar epithelial cells-12","Lrrc8e, Tead4, Gm5069, Wnt3a, Pdpn, Gm15002, RP23-61D6.3, RP24-317P24.1, Gm7580, Gm24086"
"1807","Type I alveolar epithelial cells-13","Gm15475, Wdr45, Olfr1342, Gm16880, B130011K05Rik, Gm16212, Gm4128, 2410004I01Rik, Klc3, Lrtm2"
"1808","Type I alveolar epithelial cells-14","Klhl25, Olfr1342, Nkx2-1, Wnt3a, Batf, Wnt10b, Spry1, Panct2, 2210011C24Rik, Gm24086"
"1809","Type I alveolar epithelial cells-15","Rps14, Wnt3a, RP23-321H9.2, RP23-462P13.1, Lrp2bp, Wnt7a, Plagl1, RP24-482A24.12, 2410004I01Rik, Gm17148"
"1810","Type I alveolar epithelial cells-16","Wnt7a, Pxdc1, Vmn2r57, Cdk19os, C330013F16Rik, Gm13404, Wnt3a, 2810433D01Rik, Gm29443, Gm15002"
"1811","Type I alveolar epithelial cells-17","Gm6517, RP23-191P7.1, Gramd2, Gm15475, 1700086D15Rik, Gm24086, RP23-321H9.2, Paqr7, Gm15268, Egfl8"
"1812","Type I alveolar epithelial cells-18","Fgf18, 4930558K02Rik, Gm4705, Gm16880, C330013F16Rik, Wnt10b, Ccpg1os, Wnt3a, Crlf1, Gm5546"
"1813","Type I alveolar epithelial cells-19","Pitpnm3, Aldh1a7, Gm16072, Gramd2, Krt7, Gm11540, Dnajc17, Pin4, Vill, D930020B18Rik"
"1814","Type I myonuclei-0","Asb18, Yipf7, Art1, RP23-411L6.1, Tmod4, Zfp879, RP24-93F24.1, RP24-79E2.2, Twf2, Gm5532"
"1815","Type I myonuclei-1","Lrrc52, Gbp6, Usp13, 4933404I11Rik, Best3, Nnt, Gm14268, Gm12724, RP23-6F21.1, Gm15838"
"1816","Type I myonuclei-2","Tpm3, Mybpc1, Obscn, Actn2, Atp1a2, Tnnt1, Myl3, Tead1, Amotl1, Lmod2"
"1817","Type I myonuclei-3","Pygm, Smco1, Lrrc14b, 2410127L17Rik, Klhl31, Dusp27, Gm826, Dusp26, Fau-ps1, 1700030K09Rik"
"1818","Type I myonuclei-4","Twf2, Gys1, Myl12a, Vgll2, Smtnl1, Spryd4, Cox7a1, B330016D10Rik, Lyrm7, Fitm1"
"1819","Type I myonuclei-5","Rp1, Gm28653, Zfp462, A330074K22Rik, Mettl21c, Mapk12, Nuak1, Gm16012, Zfp52, 5730419F03Rik"
"1820","Type I myonuclei-6","Fbxo40, Gm10036, RP23-152I6.3, Gm28609, RP23-199M5.5, RP24-541A5.3, Ccdc43, BC065403, Cdnf, Gm7336"
"1821","Type I myonuclei-7","Igfn1, Col25a1, Gm14216, Padi2, Myh7b, Myh15, Gm590, Myl10, 1110002E22Rik, 1190003K10Rik"
"1822","Type I myonuclei-8","Gm10801, Gm10800, Gm20757, Adck3, Twf2, Hoxc9, Nnt, 4732491K20Rik, AW822252, 4933404I11Rik"
"1823","Type I myonuclei-9","Fhl1, Hspb7, Fgd3, Shisa4, Gm14505, Slc25a12, Gm26016, Gyg, Tmem182, Mrto4"
"1824","Type I myonuclei-10","Ano4, Gdnf, Cdon, 5930412G12Rik, Igsf8, Wwtr1, Fgf6, Mipep-ps, Fzd10, Gm13881"
"1825","Type I myonuclei-11","Dkk2, Flnc, Ugp2, Klhl40, Qk, Tsga10, Tecta, Mir133a-2, Gm15934, Ccdc66"
"1826","Type I myonuclei-12","Myo18b, Myom3, Gm29506, Slc12a4, Stau2, RP24-541A5.1, Lgi1, Cand2, Gm8040, RP23-333D9.11"
"1827","Type I myonuclei-13","D630024D03Rik, 4930511M06Rik, A730036I17Rik, Mir6999, Gm23951, Zp2, Apoo, Snai3, Gm13997, Trmt5"
"1828","Type I myonuclei-14","RP23-389J8.3, Gm14827, Gm29602, Olfr1058, Tmem38a, Gm11609, Vmn1r221, Rps2-ps9, Olfr1157, Hadhb"
"1829","Type I myonuclei-15","Asb5, Ostn, 6230400D17Rik, Gm10097, A330041J22Rik, Popdc3, Gm21232, Ankrd27, BC037032, Gm18802"
"1830","Type II alveolar epithelial cells-0","Gm14861, Gm18595, Cst8, Olfr171, Gm14569, Bnipl, Gm15889, Plekhd1os, Snx22, Fbxo4"
"1831","Type II alveolar epithelial cells-1","RP23-76C20.3, Gm12701, Gm9887, Gm24666, Gm14473, Gm20692, Gm20483, Gm17182, Gm18595, Plekhb1"
"1832","Type II alveolar epithelial cells-2","9230117E06Rik, Csf2, Gm24666, Matn4, Gm13110, RP23-436F15.6, Rps8-ps1, Mdfi, RP23-462P13.1, Gm11611"
"1833","Type II alveolar epithelial cells-3","Scarf1, Gm14473, Gm15234, Pcdhgc4, 4932443L11Rik, RP23-436F15.6, C87198, Ttc38, Gm28856, Gm26461"
"1834","Type II alveolar epithelial cells-4","RP23-436F15.6, Ctsh, Prps2, Gm27186, Gm29530, Rap1gapos, Gm18595, Prmt8, Vmn2r9, Zfp867"
"1835","Type II alveolar epithelial cells-5","Irx2, Gm4755, Gm15634, Gm15478, Gm20483, Gm14233, RP23-436F15.6, Acot1, RP24-228M19.3, Gm16004"
"1836","Type II alveolar epithelial cells-6","Gm14473, RP23-436F15.6, Olfr171, Mesp1, 4732414G09Rik, RP24-378J8.3, Cecr6, Plekhd1os, Gm28856, Gm29051"
"1837","Type II alveolar epithelial cells-7","Gm18594, Vmn2r9, Vmn2r-ps21, Gm15478, Gm5546, Gm15230, Olfr171, Gm20483, Tmem28, Gm28856"
"1838","Type II alveolar epithelial cells-8","Rmdn2, Adora2b, RP23-436F15.6, Gm15870, RP23-393P20.1, 9230117E06Rik, Ppp1r26, Gm15230, 2900089D17Rik, RP24-492O4.4"
"1839","Type II alveolar epithelial cells-9","Slc19a3, Dpp9, Arhgap20os, Gm13449, Gm28856, Tmem180, 9230117E06Rik, Gm28096, Gm25135, Olfr171"
